Key,File,Type,UsedInMainMenu,NoTranslate,KeepLoaded,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
modGunScopeSmall,item_modifiers,mod,,,,Scope 2x Mod,,,Modificación mira x2,,,,,,,,,,
modGunScopeSmallDesc,item_modifiers,mod,,,,Increases visual magnification when aiming.\nInstalls into small firearms and crossbows.,,,Aumenta la ampliación visual al apuntar.\nSe instala en armas de fuego y ballestas pequeñas.,,,,,,,,,,
modGunScopeSmallSchematic,item_modifiers,Mod,,,,Scope 2x Mod Schematic,,,Esquema de modificación mira x2,,,,,,,,,,
modGunShotgunTubeExtenderMagazine,item_modifiers,Mod,,,,Shotgun Tube Extender Mod,,,Modificación ampliación del tubo de escopeta,,,,,,,,,,
modGunShotgunTubeExtenderMagazineDesc,item_modifiers,Mod,,,,Increases magazine capacity for pump shotguns.,,,Aumenta la capacidad del cargador de escopetas de bombeo.,,,,,,,,,,
modGunSoundSuppressorSilencer,item_modifiers,mod,,,,Silencer Mod,,,Modificación silenciador,,,,,,,,,,
modGunSoundSuppressorSilencerDesc,item_modifiers,mod,,,,"A sound suppressor greatly reduces the firing sound, but reduces maximum range and damage.\nWorks best with small calibers and guns with a low rate of fire.",,,"Un supresor de sonido que reduce enormemente el ruido del disparo, pero disminuye el rango máximo y el daño.\nFunciona mejor con pistolas y armas de poco calibre con una cadencia de tiro baja.",,,,,,,,,,
modGunSoundSuppressorSilencerSchematic,item_modifiers,mod,,,,Silencer Mod Schematic,,,Esquema de modificación silenciador,,,,,,,,,,
modGunTriggerGroupAutomatic,item_modifiers,mod,,,,Trigger Group: Full Auto Mod,,,Conjunto del gatillo: Modificación todo automático,,,,,,,,,,
modGunTriggerGroupAutomaticDesc,item_modifiers,mod,,,,Modifies the trigger group to fire full auto only.\nIncreases the rate of fire and slightly increases recoil.,,,Modifica el conjunto del gatillo para que solo dispare de forma totalmente automática.\nAumenta la tasa de disparo y aumenta ligeramente el retroceso.,,,,,,,,,,
modGunTriggerGroupAutomaticSchematic,item_modifiers,Mod,,,,Trigger Group: Full Auto Mod Schematic,,,Conjunto del gatillo: Esquema de modificación todo automático,,,,,,,,,,
modGunTriggerGroupBurst3,item_modifiers,mod,,,,Trigger Group: Burst Mod,,,Conjunto del gatillo: Modificación ráfagas,,,,,,,,,,
modGunTriggerGroupBurst3Desc,item_modifiers,mod,,,,Modifies the trigger group to fire 3 round bursts.\nIncreases the rate of fire and slightly increases recoil.,,,Modifica el conjunto del gatillo para que dispare 3 ráfagas de balas.\nAumenta la tasa de disparo y aumenta ligeramente el retroceso.,,,,,,,,,,
modGunTriggerGroupBurst3Schematic,item_modifiers,Mod,,,,Trigger Group: Burst Mod Schematic,,,Conjunto del gatillo: Esquema de modificación ráfagas,,,,,,,,,,
modGunTriggerGroupSemi,item_modifiers,mod,,,,Trigger Group: Semi Mod,,,Conjunto del gatillo: Modificación semi,,,,,,,,,,
modGunTriggerGroupSemiDesc,item_modifiers,mod,,,,Modifies the trigger group to fire semi-auto only.\nIncreases the rate of fire and slightly increases recoil.,,,Modifica el conjunto del gatillo para que dispare solo en semiautomático.\nAumenta la tasa de disparo y aumenta ligeramente el retroceso.,,,,,,,,,,
modGunTriggerGroupSemiSchematic,item_modifiers,Mod,,,,Trigger Group: Semi Mod Schematic,,,Conjunto del gatillo: Esquema de modificación semi,,,,,,,,,,
modMeleeBunkerBuster,item_modifiers,mod,,,,Bunker Buster Mod,,,Modificación destrucción de búnkeres,,,,,,,,,,
modMeleeBunkerBusterDesc,item_modifiers,mod,,,,Does more damage against stone.,,,Inflige daño adicional contra piedra.,,,,,,,,,,
modMeleeBunkerBusterSchematic,item_modifiers,Mod,,,,Bunker Buster Mod Schematic,,,Esquema de modificación destrucción de búnkeres,,,,,,,,,,
modMeleeClubBarbedWire,item_modifiers,mod,,,,Barbed Wire Mod,,,Modificación de alambre de púas,,,,,,,,,,
modMeleeClubBarbedWireDesc,item_modifiers,mod,,,,Has a chance to cause bleeding damage with primary attacks.\nGreater chance with power attacks.\nCan be installed in clubs.,,,Ofrece una probabilidad de causar daño de sangrado con ataques principales.\nLa probabilidad es mayor con ataques poderosos.\nSe puede colocar en garrotes.,,,,,,,,,,
modMeleeClubBarbedWireSchematic,item_modifiers,Mod,,,,Barbed Wire Mod Schematic,,,Esquema de modificación de alambre de púas,,,,,,,,,,
modMeleeClubBurningShaft,item_modifiers,mod,,,,Burning Shaft Mod,,,Modificación de asta ardiente,,,,,,,,,,
modMeleeClubBurningShaftDesc,item_modifiers,mod,,,,"A melee item can triple as a light source, set enemies on fire, and used as a source of heat.\n\nCan be installed in melee tools and weapons that have a long shaft or blade.",,,"Un objeto cuerpo a cuerpo puede cumplir tres funciones: fuente de luz, prender fuego a los enemigos y ser utilizado como fuente de calor.\n\nPuede instalarse en herramientas y armas cuerpo a cuerpo que tengan mango u hoja largos.",,,,,,,,,,
modMeleeClubBurningShaftSchematic,item_modifiers,Mod,,,,Burning Shaft Mod Schematic,,,Esquema de modificación de asta ardiente,,,,,,,,,,
modMeleeClubMetalChain,item_modifiers,Mod,,,,Metal Chain Mod,,,Modificación cadena de metal,,,,,,,,,,
modMeleeClubMetalChainDesc,item_modifiers,Mod,,,,Has a chance to knock down opponents.\nCan be installed in clubs.,,,Tiene una probabilidad de derribar a los oponentes.\nSe puede colocar en garrotes.,,,,,,,,,,
modMeleeClubMetalChainSchematic,item_modifiers,Mod,,,,Metal Chain Mod Schematic,,,Esquema de modificación cadena de metal,,,,,,,,,,
modMeleeClubMetalSpikes,item_modifiers,mod,,,,Metal Spikes Mod,,,Modificación pinchos de metal,,,,,,,,,,
modMeleeClubMetalSpikesDesc,item_modifiers,mod,,,,Each successive hit lowers enemies armor rating.\nCan be installed in clubs.,,,Cada golpe sucesivo reduce la tasa de armadura de los enemigos.\nSe puede colocar en garrotes.,,,,,,,,,,
modMeleeClubMetalSpikesSchematic,item_modifiers,Mod,,,,Metal Spikes Mod Schematic,,,Esquema de modificación pinchos de metal,,,,,,,,,,
modMeleeDiamondTip,item_modifiers,Mod,,,,Diamond Blade Tip Mod,,,Modificación punta de hoja de diamante,,,,,,,,,,
modMeleeDiamondTipDesc,item_modifiers,Mod,,,,Any hand tool or bladed weapon degrades slower with this modification.,,,"Con esta modificación, cualquier herramienta de mano o arma de hoja se degradará más lentamente.",,,,,,,,,,
modMeleeErgonomicGrip,item_modifiers,mod,,,,Ergonomic Grip Mod,,,Modificación de empuñadura ergonómica,,,,,,,,,,
modMeleeErgonomicGripDesc,item_modifiers,mod,,,,Decreases melee stamina usage and increases weapon handling of bows.,,,Reduce el uso de resistencia cuerpo a cuerpo y mejora el manejo de los arcos.,,,,,,,,,,
modMeleeErgonomicGripSchematic,item_modifiers,Mod,,,,Ergonomic Grip Mod Schematic,,,Esquema de modificación de empuñadura ergonómica,,,,,,,,,,
modMeleeFiremansAxeMod,item_modifiers,Mod,,,,Fireman's Axe Mod,,,Modificación de hacha de bombero,,,,,,,,,,
modMeleeFiremansAxeModDesc,item_modifiers,Mod,,,,"Deal more damage to blocks, but less damage to enemies.",,,"Inflige daño adicional a los bloques, pero menos daño a los enemigos.",,,,,,,,,,
modMeleeFortifyingGrip,item_modifiers,mod,,,,Fortifying Grip Mod,,,Modificación empuñadura robusta,,,,,,,,,,
modMeleeFortifyingGripDesc,item_modifiers,mod,,,,"When below 50% health, regenerate health over time.",,,"Cuando la salud es inferior al 50%, se regenera de forma progresiva.",,,,,,,,,,
modMeleeFortifyingGripSchematic,item_modifiers,Mod,,,,Fortifying Grip Mod Schematic,,,Esquema de modificación empuñadura robusta,,,,,,,,,,
modMeleeGraveDigger,item_modifiers,mod,,,,Grave Digger Mod,,,Modificación enterrador,,,,,,,,,,
modMeleeGraveDiggerDesc,item_modifiers,mod,,,,Does more damage against dirt.,,,Inflige daño adicional contra tierra.,,,,,,,,,,
modMeleeGraveDiggerSchematic,item_modifiers,Mod,,,,Grave Digger Mod Schematic,,,Esquema de modificación enterrador,,,,,,,,,,
modMeleeIronBreaker,item_modifiers,mod,,,,Iron Breaker Mod,,,Modificación rompehierros,,,,,,,,,,
modMeleeIronBreakerDesc,item_modifiers,mod,,,,Does more damage against iron.,,,Inflige daño adicional contra hierro.,,,,,,,,,,
modMeleeIronBreakerSchematic,item_modifiers,Mod,,,,Iron Breaker Mod Schematic,,,Esquema de modificación rompehierros,,,,,,,,,,
modMeleeSerratedBlade,item_modifiers,mod,,,,Serrated Blade Mod,,,Modificación hoja dentada,,,,,,,,,,
modMeleeSerratedBladeDesc,item_modifiers,mod,,,,Has a chance to cause a Bleeding Wound on a regular attack.,,,Tiene una probabilidad de causar una herida con sangrado con un ataque normal.,,,,,,,,,,
modMeleeSerratedBladeSchematic,item_modifiers,Mod,,,,Serrated Blade Mod Schematic,,,Esquema de modificación hoja dentada,,,,,,,,,,
modMeleeStructuralBrace,item_modifiers,mod,,,,Structural Brace Mod,,,Modificación soporte estructural,,,,,,,,,,
modMeleeStructuralBraceDesc,item_modifiers,mod,,,,"This modification lowers degradation for melee weapons, tools, and bows.",,,"Esta modificación para armas cuerpo a cuerpo, herramientas y arcos reduce su degradación.",,,,,,,,,,
modMeleeStructuralBraceSchematic,item_modifiers,Mod,,,,Structural Brace Mod Schematic,,,Esquema de modificación soporte estructural,,,,,,,,,,
modMeleeStunBatonRepulsor,item_modifiers,Mod,,,,Stun Baton Repulsor Mod,,,Modificación de repulsor de porra de aturdimiento,,,,,,,,,,
modMeleeStunBatonRepulsorDesc,item_modifiers,Mod,,,,Install this mod into a stun baton and send zombies flying on the charged hit.,,,Instala esta modificación en una porra de aturdimiento y saca a los zombis volando con el golpe cargado.,,,,,,,,,,
modMeleeTemperedBlade,item_modifiers,mod,,,,Tempered Blade Mod,,,Modificación hoja templada,,,,,,,,,,
modMeleeTemperedBladeDesc,item_modifiers,mod,,,,This blade modification increases block damage and lowers degradation.,,,Esta modificación de hoja aumenta el daño a bloques y reduce la degradación.,,,,,,,,,,
modMeleeTemperedBladeSchematic,item_modifiers,Mod,,,,Tempered Blade Schematic,,,Esquema de hoja templada,,,,,,,,,,
modMeleeWeightedHead,item_modifiers,mod,,,,Weighted Head Mod,,,Modificación de cabeza pesada,,,,,,,,,,
modMeleeWeightedHeadDesc,item_modifiers,mod,,,,A modification for all melee weapons and tools.\nAdds a chance to stun and slow victims.\n\nKnives and machetes do not have a head that can be weighted.,,,Una modificación para todas las armas cuerpo a cuerpo y herramientas.\nAgrega la posibilidad de aturdir y ralentizar a las víctimas.\n\nLos cuchillos y los machetes no tienen una parte superior que se pueda hacer pesada.,,,,,,,,,,
modMeleeWeightedHeadSchematic,item_modifiers,Mod,,,,Weighted Head Mod Schematic,,,Esquema de modificación de cabeza pesada,,,,,,,,,,
modMeleeWoodSplitter,item_modifiers,mod,,,,Wood Splitter Mod,,,Modificación cortamaderas,,,,,,,,,,
modMeleeWoodSplitterDesc,item_modifiers,mod,,,,Does more damage against wood.,,,Inflige daño adicional contra madera.,,,,,,,,,,
modMeleeWoodSplitterSchematic,item_modifiers,Mod,,,,Wood Splitter Mod Schematic,,,Esquema de modificación cortamaderas,,,,,,,,,,
modRadiationReady,item_modifiers,Mod,,,,Radiation Ready Mod,,,Modificación preparación contra la radiación,,,,,,,,,,
modRadiationReadyDesc,item_modifiers,Mod,,,,Increases radiation protection.,,,Aumenta la protección contra la radiación.,,,,,,,,,,
modRadiationReadySchematic,item_modifiers,Mod,,,,Radiation Ready Mod Schematic,,,Esquema de modificación preparación contra la radiación,,,,,,,,,,
modRoboticDroneArmorPlatingMod,item_modifiers,Mod,,,,Robotic Drone Armor Plating Mod,,,Modificación de placas de armaduras de dron robótico,,,,,,,,,,
modRoboticDroneArmorPlatingModDesc,item_modifiers,Mod,,,,Upgrade your robotic drone's defensive ability with this modification. Reduces damage and degradation by 50%.,,,Mejora la habilidad defensiva de tu dron robótico con esta modificación. Reduce el daño y la degradación un 50%.,,,,,,,,,,
modRoboticDroneCargoMod,item_modifiers,Mod,,,,Robotic Drone Cargo Mod,,,Modificación de cargamento de dron robótico,,,,,,,,,,
modRoboticDroneCargoModDesc,item_modifiers,Mod,,,,Increase your drones storage capacity with this modification. Add more for additional storage.,,,Aumenta la capacidad de almacenamiento de tu dron con esta modificación. Añade más para obtener almacenamiento adicional.,,,,,,,,,,
modRoboticDroneHeadlampMod,item_modifiers,Mod,,,,Robotic Headlamp Mod,,,Modificación de linterna de dron robótico,,,,,,,,,,
modRoboticDroneHeadlampModDesc,item_modifiers,Mod,,,,This robotic drone modification adds a headlamp to your drone to improve visibility in dark spaces.,,,Esta modificación del dron robótico le agrega una linterna de cabeza para mejorar la visibilidad en los espacios oscuros.,,,,,,,,,,
modRoboticDroneMedicMod,item_modifiers,Mod,,,,Robotic Drone Medic Mod,,,Modificación médica de dron robótico,,,,,,,,,,
modRoboticDroneMedicModDesc,item_modifiers,Mod,,,,Modify your drone into a robotic field medic that will automatically heal you as long as medical bandages or first aid kits are in its inventory.,,,Modifica tu dron para convertirlo en un médico de campo robótico que te curará automáticamente mientras tenga vendajes o botiquines de primeros auxilios en su inventario.,,,,,,,,,,
modRoboticDroneModCooldown,item_modifiers,Mod,,,,Robotic Drone Heal Cooldown,,,Enfriamiento de curación de dron robótico,,,,,,,,,,
modRoboticDroneModCooldownDesc,item_modifiers,Mod,,,,The time remaining until the Drone can heal again.,,,Tiempo restante hasta que el dron pueda curar de nuevo.,,,,,,,,,,
modRoboticDroneMoraleBoosterMod,item_modifiers,Mod,,,,Robotic Drone Morale Booster Mod,,,Modificación de apoyo moral de dron robótico,,,,,,,,,,
modRoboticDroneMoraleBoosterModDesc,item_modifiers,Mod,,,,Stamina regeneration is increased by 10% when near the drone with this mod installed.,,,La regeneración de resistencia aumenta un 10% cuando estés cerca de un dron con esta modificación instalada.,,,,,,,,,,
modRoboticDroneStunWeaponMod,item_modifiers,Mod,,,,Robotic Drone Stun Mod,,,Modificación de aturdimiento para dron robótico,,,,,,,,,,
modRoboticDroneStunWeaponModDesc,item_modifiers,Mod,,,,Equip your drone with a Stun Gun capable of stopping zombies in their tracks.,,,Equipa tu dron con una pistola de aturdimiento capaz de detener a los zombis en seco.,,,,,,,,,,
modRoboticDroneWeaponMod,item_modifiers,Mod,,,,Robotic Drone Weapon Mod,,,Modificación de arma de dron robótico,,,,,,,,,,
modRoboticDroneWeaponModDesc,item_modifiers,Mod,,,,This robotic drone modification upgrades your drone into a mobile killing machine that fires robotic ammo at enemies.,,,Esta modificación del dron robótico lo mejora a una máquina de matar que dispara municiones robóticas a los enemigos.,,,,,,,,,,
modShotgunSawedOffBarrel,item_modifiers,mod,,,,Sawed-Off Shotgun Mod,,,Modificación escopeta recortada,,,,,,,,,,
modShotgunSawedOffBarrelDesc,item_modifiers,mod,,,,Increases projectile spread.,,,Aumenta la propagación de los proyectiles.,,,,,,,,,,
modShotgunSawedOffBarrelSchematic,item_modifiers,Mod,,,,Sawed-off Shotgun Mod Schematic,,,Esquema de modificación escopeta recortada,,,,,,,,,,
modVehicleArmor,item_modifiers,Mod,,,,Vehicle Armor Mod,,,Modificación de vehículo blindado,,,,,,,,,,
modVehicleArmorDesc,item_modifiers,Mod,,,,Reinforced armor for motorcycles and gyrocopters.\n\nReduces the damage taken when objects hit the front of the vehicle. Increases damage to blocks and entities.,,,Blindaje reforzado para motocicletas y girocópteros.\n\nReduce el daño recibido cuando los objetos golpean la parte delantera del vehículo. Aumenta el daño a bloques y entidades.,,,,,,,,,,
modVehicleExpandedSeat,item_modifiers,Mod,,,,Vehicle Expanded Seating Mod,,,Modificación de más asientos para vehículos,,,,,,,,,,
modVehicleExpandedSeatDesc,item_modifiers,Mod,,,,Expand your seating capacity in vehicles with this mod.,,,Aumenta la capacidad de asientos de los vehículos con esta modificación.,,,,,,,,,,
modVehicleFuelSaver,item_modifiers,Mod,,,,Vehicle Fuel Saver Mod,,,Modificación ahorro de combustible de vehículos,,,,,,,,,,
modVehicleFuelSaverDesc,item_modifiers,Mod,,,,Vehicles consume less fuel.,,,Los vehículos consumen menos combustible.,,,,,,,,,,
modVehicleFuelSaverSchematic,item_modifiers,Mod,,,,Vehicle Fuel Saver Mod Schematic,,,Esquema de modificación ahorro de combustible de vehículos,,,,,,,,,,
modVehicleMega,item_modifiers,Mod,,,,Vehicle Mega Mod,,,Modificación de megavehículos,,,,,,,,,,
modVehicleOffRoadHeadlights,item_modifiers,Mod,,,,Vehicle Off Road Headlights Mod,,,Modificación de luces todo terreno para vehículos,,,,,,,,,,
modVehicleOffRoadHeadlightsDesc,item_modifiers,Mod,,,,These off road headlights will brighten the path even on the darkest of nights.\n\nUse the Light Source action ([action:permanent:ToggleFlashlight][action:local:ToggleFlashlight]) to activate.,,,Estas luces todo terreno iluminarán el camino hasta en las noches más oscuras.\n\nUsa la acción de fuente de luz ([action:permanent:ToggleFlashlight][action:local:ToggleFlashlight]) para activarla.,,,,,,,,,,
modVehicleOffRoadHeadlightsSchematic,item_modifiers,Mod,,,,Vehicle Off Road Headlights Mod Schematic,,,Esquema de modificación de luces todo terreno para vehículos,,,,,,,,,,
modVehiclePlow,item_modifiers,mod,,,,Vehicle Plow Mod,,,Modificación de arado vehicular,,,,,,,,,,
modVehiclePlowDesc,item_modifiers,mod,,,,A rugged 4x4 plow. Perfect for clearing paths through hordes of zombies.\n\nReduces the damage taken when objects hit the front of the 4x4. Increases damage to blocks and entities.,,,Un arado 4x4 resistente. Perfecto para abrirte paso entre hordas de zombis.\n\nReduce el daño recibido cuando los objetos golpean la parte delantera del 4x4. Aumenta el daño a bloques y entidades.,,,,,,,,,,
